 ******* Program HYDRUS
 ******* Fertilization optimization                                              
 Date: ***.**.    Time: ***:**:**
 Units: L = mm   , T = hours, M = M    


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

  26   -25.0000     -49.070 0.1780   0.1552E-01  0.1441E-02 -0.9818E-03  0.0000E+00      -1  -0.327E-03   20.00  0.2397E+01  0.0000E+00
  27   -26.0000     -48.140 0.1792   0.1608E-01  0.1470E-02 -0.1211E-02  0.0000E+00      -1  -0.404E-03   20.00  0.2612E+01  0.0000E+00
  28   -27.0000     -47.220 0.1805   0.1685E-01  0.1504E-02 -0.1429E-02  0.0000E+00      -1  -0.476E-03   20.00  0.2807E+01  0.0000E+00
  29   -28.0000     -46.308 0.1821   0.1808E-01  0.1548E-02 -0.1632E-02  0.0000E+00      -1  -0.544E-03   20.00  0.2971E+01  0.0000E+00
  30   -29.0000     -45.400 0.1837   0.1930E-01  0.1592E-02 -0.1791E-02  0.0000E+00      -1  -0.597E-03   20.00  0.3101E+01  0.0000E+00
  31   -30.0000     -44.494 0.1852   0.2052E-01  0.1636E-02 -0.1910E-02  0.0000E+00      -1  -0.637E-03   20.00  0.3192E+01  0.0000E+00
  32   -31.0000     -43.586 0.1868   0.2174E-01  0.1680E-02 -0.1994E-02  0.0000E+00      -1  -0.665E-03   20.00  0.3240E+01  0.0000E+00
  33   -32.0000     -42.677 0.1883   0.2297E-01  0.1724E-02 -0.2045E-02  0.0000E+00      -1  -0.682E-03   20.00  0.3242E+01  0.0000E+00
  34   -33.0000     -41.765 0.1899   0.2420E-01  0.1768E-02 -0.2068E-02  0.0000E+00      -1  -0.689E-03   20.00  0.3198E+01  0.0000E+00
  35   -34.0000     -40.848 0.1915   0.2543E-01  0.1812E-02 -0.2067E-02  0.0000E+00      -1  -0.689E-03   20.00  0.3108E+01  0.0000E+00
  36   -35.0000     -39.927 0.1930   0.2667E-01  0.1857E-02 -0.2043E-02  0.0000E+00      -1  -0.681E-03   20.00  0.2977E+01  0.0000E+00
  37   -36.0000     -39.001 0.1946   0.2791E-01  0.1902E-02 -0.2000E-02  0.0000E+00      -1  -0.667E-03   20.00  0.2810E+01  0.0000E+00
  38   -37.0000     -38.071 0.1962   0.2917E-01  0.1947E-02 -0.1940E-02  0.0000E+00      -1  -0.647E-03   20.00  0.2614E+01  0.0000E+00
  39   -38.0000     -37.134 0.1981   0.3121E-01  0.2003E-02 -0.1853E-02  0.0000E+00      -1  -0.618E-03   20.00  0.2396E+01  0.0000E+00
  40   -39.0000     -36.189 0.2002   0.3392E-01  0.2069E-02 -0.1738E-02  0.0000E+00      -1  -0.579E-03   20.00  0.2164E+01  0.0000E+00
  41   -40.0000     -35.237 0.2023   0.3665E-01  0.2136E-02 -0.1611E-02  0.0000E+00      -1  -0.537E-03   20.00  0.1925E+01  0.0000E+00
  42   -41.0000     -34.277 0.2044   0.3940E-01  0.2204E-02 -0.1472E-02  0.0000E+00      -1  -0.491E-03   20.00  0.1686E+01  0.0000E+00
  43   -42.0000     -33.311 0.2066   0.4217E-01  0.2271E-02 -0.1324E-02  0.0000E+00      -1  -0.441E-03   20.00  0.1454E+01  0.0000E+00
  44   -43.0000     -32.340 0.2087   0.4496E-01  0.2339E-02 -0.1169E-02  0.0000E+00      -1  -0.390E-03   20.00  0.1237E+01  0.0000E+00
  45   -44.0000     -31.364 0.2109   0.4776E-01  0.2408E-02 -0.1008E-02  0.0000E+00      -1  -0.336E-03   20.00  0.1040E+01  0.0000E+00
  46   -45.0000     -30.382 0.2131   0.5057E-01  0.2477E-02 -0.8420E-03  0.0000E+00      -1  -0.281E-03   20.00  0.8671E+00  0.0000E+00
  47   -46.0000     -29.397 0.2155   0.5470E-01  0.2556E-02 -0.6511E-03  0.0000E+00      -1  -0.217E-03   20.00  0.7229E+00  0.0000E+00
  48   -47.0000     -28.406 0.2183   0.6046E-01  0.2649E-02 -0.4357E-03  0.0000E+00      -1  -0.145E-03   20.00  0.6115E+00  0.0000E+00
  49   -48.0000     -27.411 0.2211   0.6625E-01  0.2742E-02 -0.2183E-03  0.0000E+00      -1  -0.728E-04   20.00  0.5423E+00  0.0000E+00
  50   -49.0000     -26.413 0.2239   0.7206E-01  0.2835E-02 -0.1092E-03  0.0000E+00      -1  -0.364E-04   20.00  0.5423E+00  0.0000E+00
end


 Time:       23.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -87.198 0.1417   0.3445E-02  0.6658E-03 -0.1632E-07  0.0000E+00      -1  -0.544E-08   20.00  0.1092E+02  0.0000E+00
   2    -1.0000     -86.019 0.1425   0.3579E-02  0.6793E-03  0.1243E-02  0.0000E+00      -1   0.414E-03   20.00  0.9904E+01  0.0000E+00
   3    -2.0000     -84.512 0.1435   0.3747E-02  0.6964E-03  0.2416E-02  0.0000E+00      -1   0.805E-03   20.00  0.8854E+01  0.0000E+00
   4    -3.0000     -82.739 0.1447   0.3945E-02  0.7164E-03  0.3441E-02  0.0000E+00      -1   0.115E-02   20.00  0.7811E+01  0.0000E+00
   5    -4.0000     -80.775 0.1460   0.4164E-02  0.7386E-03  0.4268E-02  0.0000E+00      -1   0.142E-02   20.00  0.6781E+01  0.0000E+00
   6    -5.0000     -78.694 0.1474   0.4398E-02  0.7623E-03  0.4880E-02  0.0000E+00      -1   0.163E-02   20.00  0.5776E+01  0.0000E+00
   7    -6.0000     -76.558 0.1488   0.4638E-02  0.7866E-03  0.5287E-02  0.0000E+00      -1   0.176E-02   20.00  0.4813E+01  0.0000E+00
   8    -7.0000     -74.436 0.1506   0.5062E-02  0.8204E-03  0.5541E-02  0.0000E+00      -1   0.185E-02   20.00  0.3912E+01  0.0000E+00
   9    -8.0000     -72.379 0.1525   0.5607E-02  0.8600E-03  0.5647E-02  0.0000E+00      -1   0.188E-02   20.00  0.3096E+01  0.0000E+00
  10    -9.0000     -70.415 0.1543   0.6128E-02  0.8979E-03  0.5588E-02  0.0000E+00      -1   0.186E-02   20.00  0.2379E+01  0.0000E+00
  11   -10.0000     -68.549 0.1561   0.6624E-02  0.9339E-03  0.5409E-02  0.0000E+00      -1   0.180E-02   20.00  0.1772E+01  0.0000E+00
  12   -11.0000     -66.777 0.1577   0.7094E-02  0.9682E-03  0.5144E-02  0.0000E+00      -1   0.171E-02   20.00  0.1282E+01  0.0000E+00
  13   -12.0000     -65.095 0.1593   0.7541E-02  0.1001E-02  0.4817E-02  0.0000E+00      -1   0.161E-02   20.00  0.9095E+00  0.0000E+00
  14   -13.0000     -63.496 0.1608   0.7966E-02  0.1032E-02  0.4447E-02  0.0000E+00      -1   0.148E-02   20.00  0.6456E+00  0.0000E+00
  15   -14.0000     -61.975 0.1622   0.8370E-02  0.1061E-02  0.4050E-02  0.0000E+00      -1   0.135E-02   20.00  0.4788E+00  0.0000E+00
  16   -15.0000     -60.526 0.1636   0.8756E-02  0.1089E-02  0.3637E-02  0.0000E+00      -1   0.121E-02   20.00  0.3979E+00  0.0000E+00
  17   -16.0000     -59.149 0.1651   0.9393E-02  0.1125E-02  0.3150E-02  0.0000E+00      -1   0.105E-02   20.00  0.3983E+00  0.0000E+00
  18   -17.0000     -57.855 0.1668   0.1018E-01  0.1166E-02  0.2608E-02  0.0000E+00      -1   0.869E-03   20.00  0.4854E+00  0.0000E+00
  19   -18.0000     -56.633 0.1684   0.1092E-01  0.1204E-02  0.2093E-02  0.0000E+00      -1   0.698E-03   20.00  0.6651E+00  0.0000E+00
  20   -19.0000     -55.469 0.1699   0.1163E-01  0.1240E-02  0.1609E-02  0.0000E+00      -1   0.536E-03   20.00  0.9140E+00  0.0000E+00
  21   -20.0000     -54.354 0.1713   0.1231E-01  0.1275E-02  0.1160E-02  0.0000E+00      -1   0.387E-03   20.00  0.1163E+01  0.0000E+00
  22   -21.0000     -53.280 0.1727   0.1296E-01  0.1309E-02  0.7461E-03  0.0000E+00      -1   0.249E-03   20.00  0.1412E+01  0.0000E+00
  23   -22.0000     -52.238 0.1740   0.1359E-01  0.1342E-02  0.3696E-03  0.0000E+00      -1   0.123E-03   20.00  0.1668E+01  0.0000E+00
  24   -23.0000     -51.225 0.1753   0.1421E-01  0.1373E-02  0.3082E-04  0.0000E+00      -1   0.103E-04   20.00  0.1923E+01  0.0000E+00
  25   -24.0000     -50.234 0.1766   0.1481E-01  0.1405E-02 -0.2702E-03  0.0000E+00      -1  -0.901E-04   20.00  0.2167E+01  0.0000E+00
  26   -25.0000     -49.261 0.1778   0.1540E-01  0.1435E-02 -0.5339E-03  0.0000E+00      -1  -0.178E-03   20.00  0.2398E+01  0.0000E+00
  27   -26.0000     -48.303 0.1790   0.1598E-01  0.1465E-02 -0.7611E-03  0.0000E+00      -1  -0.254E-03   20.00  0.2612E+01  0.0000E+00
  28   -27.0000     -47.356 0.1803   0.1667E-01  0.1497E-02 -0.9827E-03  0.0000E+00      -1  -0.328E-03   20.00  0.2806E+01  0.0000E+00
  29   -28.0000     -46.419 0.1819   0.1793E-01  0.1543E-02 -0.1196E-02  0.0000E+00      -1  -0.399E-03   20.00  0.2968E+01  0.0000E+00
  30   -29.0000     -45.489 0.1835   0.1918E-01  0.1588E-02 -0.1368E-02  0.0000E+00      -1  -0.456E-03   20.00  0.3097E+01  0.0000E+00
  31   -30.0000     -44.562 0.1851   0.2043E-01  0.1633E-02 -0.1504E-02  0.0000E+00      -1  -0.501E-03   20.00  0.3188E+01  0.0000E+00
  32   -31.0000     -43.636 0.1867   0.2168E-01  0.1677E-02 -0.1605E-02  0.0000E+00      -1  -0.535E-03   20.00  0.3235E+01  0.0000E+00
  33   -32.0000     -42.710 0.1883   0.2292E-01  0.1722E-02 -0.1677E-02  0.0000E+00      -1  -0.559E-03   20.00  0.3237E+01  0.0000E+00
  34   -33.0000     -41.782 0.1899   0.2417E-01  0.1767E-02 -0.1721E-02  0.0000E+00      -1  -0.574E-03   20.00  0.3193E+01  0.0000E+00
  35   -34.0000     -40.852 0.1914   0.2542E-01  0.1812E-02 -0.1741E-02  0.0000E+00      -1  -0.580E-03   20.00  0.3105E+01  0.0000E+00
  36   -35.0000     -39.919 0.1930   0.2668E-01  0.1857E-02 -0.1739E-02  0.0000E+00      -1  -0.580E-03   20.00  0.2975E+01  0.0000E+00
  37   -36.0000     -38.983 0.1946   0.2794E-01  0.1902E-02 -0.1716E-02  0.0000E+00      -1  -0.572E-03   20.00  0.2809E+01  0.0000E+00
  38   -37.0000     -38.042 0.1963   0.2920E-01  0.1948E-02 -0.1677E-02  0.0000E+00      -1  -0.559E-03   20.00  0.2614E+01  0.0000E+00
  39   -38.0000     -37.097 0.1982   0.3132E-01  0.2006E-02 -0.1612E-02  0.0000E+00      -1  -0.537E-03   20.00  0.2398E+01  0.0000E+00
  40   -39.0000     -36.145 0.2003   0.3405E-01  0.2073E-02 -0.1522E-02  0.0000E+00      -1  -0.507E-03   20.00  0.2167E+01  0.0000E+00
  41   -40.0000     -35.187 0.2024   0.3680E-01  0.2140E-02 -0.1418E-02  0.0000E+00      -1  -0.473E-03   20.00  0.1928E+01  0.0000E+00
  42   -41.0000     -34.222 0.2046   0.3956E-01  0.2207E-02 -0.1302E-02  0.0000E+00      -1  -0.434E-03   20.00  0.1689E+01  0.0000E+00
  43   -42.0000     -33.253 0.2067   0.4234E-01  0.2275E-02 -0.1175E-02  0.0000E+00      -1  -0.392E-03   20.00  0.1458E+01  0.0000E+00
  44   -43.0000     -32.278 0.2089   0.4513E-01  0.2344E-02 -0.1041E-02  0.0000E+00      -1  -0.347E-03   20.00  0.1241E+01  0.0000E+00
  45   -44.0000     -31.299 0.2111   0.4794E-01  0.2412E-02 -0.8996E-03  0.0000E+00      -1  -0.300E-03   20.00  0.1043E+01  0.0000E+00
  46   -45.0000     -30.316 0.2132   0.5076E-01  0.2481E-02 -0.7532E-03  0.0000E+00      -1  -0.251E-03   20.00  0.8704E+00  0.0000E+00
  47   -46.0000     -29.328 0.2157   0.5509E-01  0.2563E-02 -0.5833E-03  0.0000E+00      -1  -0.194E-03   20.00  0.7257E+00  0.0000E+00
  48   -47.0000     -28.337 0.2185   0.6086E-01  0.2655E-02 -0.3907E-03  0.0000E+00      -1  -0.130E-03   20.00  0.6140E+00  0.0000E+00
  49   -48.0000     -27.341 0.2213   0.6666E-01  0.2748E-02 -0.1959E-03  0.0000E+00      -1  -0.653E-04   20.00  0.5445E+00  0.0000E+00
  50   -49.0000     -26.343 0.2241   0.7247E-01  0.2842E-02 -0.9805E-04  0.0000E+00      -1  -0.327E-04   20.00  0.5445E+00  0.0000E+00
end


 Time:       24.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -85.689 0.1427   0.3608E-02  0.6823E-03  0.9574E-08  0.0000E+00      -1   0.319E-08   20.00  0.1023E+02  0.0000E+00
   2    -1.0000     -84.554 0.1435   0.3737E-02  0.6953E-03  0.9754E-03  0.0000E+00      -1   0.325E-03   20.00  0.9248E+01  0.0000E+00
   3    -2.0000     -83.173 0.1444   0.3892E-02  0.7111E-03  0.1897E-02  0.0000E+00      -1   0.632E-03   20.00  0.8238E+01  0.0000E+00
   4    -3.0000     -81.586 0.1454   0.4071E-02  0.7292E-03  0.2720E-02  0.0000E+00      -1   0.907E-03   20.00  0.7240E+01  0.0000E+00
   5    -4.0000     -79.842 0.1466   0.4267E-02  0.7490E-03  0.3412E-02  0.0000E+00      -1   0.114E-02   20.00  0.6260E+01  0.0000E+00
   6    -5.0000     -77.990 0.1478   0.4475E-02  0.7701E-03  0.3958E-02  0.0000E+00      -1   0.132E-02   20.00  0.5310E+01  0.0000E+00
   7    -6.0000     -76.075 0.1491   0.4692E-02  0.7920E-03  0.4355E-02  0.0000E+00      -1   0.145E-02   20.00  0.4404E+01  0.0000E+00
   8    -7.0000     -74.156 0.1508   0.5133E-02  0.8256E-03  0.4646E-02  0.0000E+00      -1   0.155E-02   20.00  0.3560E+01  0.0000E+00
   9    -8.0000     -72.269 0.1526   0.5634E-02  0.8620E-03  0.4824E-02  0.0000E+00      -1   0.161E-02   20.00  0.2802E+01  0.0000E+00
  10    -9.0000     -70.439 0.1543   0.6119E-02  0.8973E-03  0.4859E-02  0.0000E+00      -1   0.162E-02   20.00  0.2139E+01  0.0000E+00
  11   -10.0000     -68.677 0.1559   0.6587E-02  0.9313E-03  0.4784E-02  0.0000E+00      -1   0.159E-02   20.00  0.1581E+01  0.0000E+00
  12   -11.0000     -66.984 0.1575   0.7037E-02  0.9640E-03  0.4623E-02  0.0000E+00      -1   0.154E-02   20.00  0.1135E+01  0.0000E+00
  13   -12.0000     -65.360 0.1590   0.7468E-02  0.9954E-03  0.4399E-02  0.0000E+00      -1   0.147E-02   20.00  0.8003E+00  0.0000E+00
  14   -13.0000     -63.803 0.1605   0.7882E-02  0.1025E-02  0.4128E-02  0.0000E+00      -1   0.138E-02   20.00  0.5675E+00  0.0000E+00
  15   -14.0000     -62.310 0.1619   0.8279E-02  0.1054E-02  0.3825E-02  0.0000E+00      -1   0.127E-02   20.00  0.4251E+00  0.0000E+00
  16   -15.0000     -60.877 0.1632   0.8660E-02  0.1082E-02  0.3500E-02  0.0000E+00      -1   0.117E-02   20.00  0.3621E+00  0.0000E+00
  17   -16.0000     -59.503 0.1647   0.9174E-02  0.1114E-02  0.3105E-02  0.0000E+00      -1   0.103E-02   20.00  0.3751E+00  0.0000E+00
  18   -17.0000     -58.203 0.1663   0.9965E-02  0.1155E-02  0.2651E-02  0.0000E+00      -1   0.884E-03   20.00  0.4704E+00  0.0000E+00
  19   -18.0000     -56.968 0.1679   0.1072E-01  0.1193E-02  0.2210E-02  0.0000E+00      -1   0.737E-03   20.00  0.6555E+00  0.0000E+00
  20   -19.0000     -55.788 0.1694   0.1143E-01  0.1230E-02  0.1789E-02  0.0000E+00      -1   0.596E-03   20.00  0.9073E+00  0.0000E+00
  21   -20.0000     -54.654 0.1709   0.1212E-01  0.1266E-02  0.1392E-02  0.0000E+00      -1   0.464E-03   20.00  0.1159E+01  0.0000E+00
  22   -21.0000     -53.557 0.1723   0.1279E-01  0.1300E-02  0.1022E-02  0.0000E+00      -1   0.341E-03   20.00  0.1408E+01  0.0000E+00
  23   -22.0000     -52.493 0.1737   0.1344E-01  0.1334E-02  0.6799E-03  0.0000E+00      -1   0.227E-03   20.00  0.1664E+01  0.0000E+00
  24   -23.0000     -51.456 0.1750   0.1407E-01  0.1366E-02  0.3684E-03  0.0000E+00      -1   0.123E-03   20.00  0.1920E+01  0.0000E+00
  25   -24.0000     -50.440 0.1763   0.1468E-01  0.1398E-02  0.8789E-04  0.0000E+00      -1   0.293E-04   20.00  0.2167E+01  0.0000E+00
  26   -25.0000     -49.443 0.1776   0.1529E-01  0.1429E-02 -0.1616E-03  0.0000E+00      -1  -0.539E-04   20.00  0.2399E+01  0.0000E+00
  27   -26.0000     -48.461 0.1788   0.1588E-01  0.1460E-02 -0.3801E-03  0.0000E+00      -1  -0.127E-03   20.00  0.2613E+01  0.0000E+00
  28   -27.0000     -47.491 0.1801   0.1649E-01  0.1491E-02 -0.5978E-03  0.0000E+00      -1  -0.199E-03   20.00  0.2806E+01  0.0000E+00
  29   -28.0000     -46.532 0.1817   0.1778E-01  0.1537E-02 -0.8112E-03  0.0000E+00      -1  -0.270E-03   20.00  0.2967E+01  0.0000E+00
  30   -29.0000     -45.582 0.1833   0.1906E-01  0.1583E-02 -0.9884E-03  0.0000E+00      -1  -0.329E-03   20.00  0.3095E+01  0.0000E+00
  31   -30.0000     -44.636 0.1850   0.2033E-01  0.1629E-02 -0.1132E-02  0.0000E+00      -1  -0.377E-03   20.00  0.3184E+01  0.0000E+00
  32   -31.0000     -43.693 0.1866   0.2160E-01  0.1675E-02 -0.1245E-02  0.0000E+00      -1  -0.415E-03   20.00  0.3231E+01  0.0000E+00
  33   -32.0000     -42.751 0.1882   0.2287E-01  0.1720E-02 -0.1330E-02  0.0000E+00      -1  -0.443E-03   20.00  0.3233E+01  0.0000E+00
  34   -33.0000     -41.809 0.1898   0.2413E-01  0.1766E-02 -0.1389E-02  0.0000E+00      -1  -0.463E-03   20.00  0.3190E+01  0.0000E+00
  35   -34.0000     -40.866 0.1914   0.2540E-01  0.1811E-02 -0.1425E-02  0.0000E+00      -1  -0.475E-03   20.00  0.3102E+01  0.0000E+00
  36   -35.0000     -39.922 0.1930   0.2667E-01  0.1857E-02 -0.1439E-02  0.0000E+00      -1  -0.480E-03   20.00  0.2973E+01  0.0000E+00
  37   -36.0000     -38.974 0.1947   0.2795E-01  0.1903E-02 -0.1434E-02  0.0000E+00      -1  -0.478E-03   20.00  0.2808E+01  0.0000E+00
  38   -37.0000     -38.024 0.1963   0.2923E-01  0.1949E-02 -0.1411E-02  0.0000E+00      -1  -0.470E-03   20.00  0.2614E+01  0.0000E+00
  39   -38.0000     -37.070 0.1982   0.3139E-01  0.2008E-02 -0.1366E-02  0.0000E+00      -1  -0.455E-03   20.00  0.2399E+01  0.0000E+00
  40   -39.0000     -36.111 0.2004   0.3414E-01  0.2075E-02 -0.1299E-02  0.0000E+00      -1  -0.433E-03   20.00  0.2169E+01  0.0000E+00
  41   -40.0000     -35.147 0.2025   0.3691E-01  0.2143E-02 -0.1217E-02  0.0000E+00      -1  -0.406E-03   20.00  0.1931E+01  0.0000E+00
  42   -41.0000     -34.177 0.2047   0.3969E-01  0.2211E-02 -0.1122E-02  0.0000E+00      -1  -0.374E-03   20.00  0.1693E+01  0.0000E+00
  43   -42.0000     -33.203 0.2068   0.4248E-01  0.2279E-02 -0.1017E-02  0.0000E+00      -1  -0.339E-03   20.00  0.1461E+01  0.0000E+00
  44   -43.0000     -32.225 0.2090   0.4529E-01  0.2347E-02 -0.9035E-03  0.0000E+00      -1  -0.301E-03   20.00  0.1244E+01  0.0000E+00
  45   -44.0000     -31.243 0.2112   0.4810E-01  0.2416E-02 -0.7828E-03  0.0000E+00      -1  -0.261E-03   20.00  0.1046E+01  0.0000E+00
  46   -45.0000     -30.258 0.2134   0.5093E-01  0.2485E-02 -0.6566E-03  0.0000E+00      -1  -0.219E-03   20.00  0.8734E+00  0.0000E+00
  47   -46.0000     -29.269 0.2159   0.5544E-01  0.2568E-02 -0.5092E-03  0.0000E+00      -1  -0.170E-03   20.00  0.7283E+00  0.0000E+00
  48   -47.0000     -28.276 0.2187   0.6122E-01  0.2661E-02 -0.3415E-03  0.0000E+00      -1  -0.114E-03   20.00  0.6163E+00  0.0000E+00
  49   -48.0000     -27.280 0.2215   0.6701E-01  0.2754E-02 -0.1713E-03  0.0000E+00      -1  -0.571E-04   20.00  0.5466E+00  0.0000E+00
  50   -49.0000     -26.282 0.2242   0.7282E-01  0.2848E-02 -0.8575E-04  0.0000E+00      -1  -0.286E-04   20.00  0.5466E+00  0.0000E+00
end
