 ******* Program HYDRUS
 ******* Fertilization optimization                                              
 Date:   0. 0.    Time:   1:**:24
 Units: L = mm   , T = hours, M = M    


    n      depth     THr       THs       hs       Ks        Ks/KsTop     Beta      Ah        AK        ATh
  289     28.80     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  290     28.90     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  291     29.00     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  292     29.10     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  293     29.20     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  294     29.30     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  295     29.40     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  296     29.50     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  297     29.60     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  298     29.70     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  299     29.80     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  300     29.90     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  301     30.00     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  302     30.10     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  303     30.20     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  304     30.30     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  305     30.40     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  306     30.50     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  307     30.60     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  308     30.70     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  309     30.80     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  310     30.90     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  311     31.00     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  312     31.10     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  313     31.20     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  314     31.30     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  315     31.40     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  316     31.50     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  317     31.60     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  318     31.70     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  319     31.80     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  320     31.90     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  321     32.00     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  322     32.10     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  323     32.20     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  324     32.30     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  325     32.40     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  326     32.50     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  327     32.60     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  328     32.70     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  329     32.80     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  330     32.90     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  331     33.00     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  332     33.10     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  333     33.20     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  334     33.30     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  335     33.40     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  336     33.50     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  337     33.60     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  338     33.70     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  339     33.80     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  340     33.90     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  341     34.00     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  342     34.10     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  343     34.20     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  344     34.30     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  345     34.40     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  346     34.50     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  347     34.60     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  348     34.70     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  349     34.80     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  350     34.90     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  351     35.00     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  352     35.10     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  353     35.20     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  354     35.30     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  355     35.40     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  356     35.50     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  357     35.60     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  358     35.70     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  359     35.80     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  360     35.90     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  361     36.00     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  362     36.10     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  363     36.20     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  364     36.30     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  365     36.40     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  366     36.50     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  367     36.60     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  368     36.70     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  369     36.80     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  370     36.90     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  371     37.00     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  372     37.10     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  373     37.20     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  374     37.30     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  375     37.40     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  376     37.50     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  377     37.60     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  378     37.70     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  379     37.80     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  380     37.90     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  381     38.00     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  382     38.10     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  383     38.20     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  384     38.30     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  385     38.40     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  386     38.50     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  387     38.60     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  388     38.70     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  389     38.80     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  390     38.90     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  391     39.00     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  392     39.10     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  393     39.20     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  394     39.30     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  395     39.40     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  396     39.50     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  397     39.60     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  398     39.70     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  399     39.80     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  400     39.90     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  401     40.00     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  402     40.10     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  403     40.20     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  404     40.30     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  405     40.40     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  406     40.50     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  407     40.60     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  408     40.70     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  409     40.80     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  410     40.90     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  411     41.00     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  412     41.10     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  413     41.20     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  414     41.30     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  415     41.40     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
  416     41.50     0.075     0.300      -0.0   0.100E+01     1.000     0.000     1.000     1.000     1.000
